Gene Set,entrez_gene,gene,symbol,description
AB-LTMR,69017,ENSMUSG00000045114,Prrt2,proline-rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1916267]
AB-LTMR,101437,ENSMUSG00000030986,Dhx32,DEAH (Asp-Glu-Ala-His) box polypeptide 32 [Source:MGI Symbol;Acc:MGI:2141813]
AB-LTMR,76484,ENSMUSG00000066129,Kndc1,kinase non-catalytic C-lobe domain (KIND) containing 1 [Source:MGI Symbol;Acc:MGI:1923734]
AB-LTMR,54399,ENSMUSG00000025484,Bet1l,Bet1 golgi vesicular membrane trafficking protein like [Source:MGI Symbol;Acc:MGI:1913128]
AB-LTMR,330671,ENSMUSG00000055629,B4galnt4,"beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:MGI Symbol;Acc:MGI:2652891]"
AB-LTMR,68038,ENSMUSG00000025512,Chid1,chitinase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915288]
AB-LTMR,270685,ENSMUSG00000040675,Mthfd1l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836]
AB-LTMR,73419,ENSMUSG00000061759,Armt1,acidic residue methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1920669]
AB-LTMR,19707,ENSMUSG00000019854,Reps1,RalBP1 associated Eps domain containing protein [Source:MGI Symbol;Acc:MGI:1196373]
AB-LTMR,215814,ENSMUSG00000059554,Ccdc28a,coiled-coil domain containing 28A [Source:MGI Symbol;Acc:MGI:2443508]
AB-LTMR,14051,ENSMUSG00000010461,Eya4,EYA transcriptional coactivator and phosphatase 4 [Source:MGI Symbol;Acc:MGI:1337104]
AB-LTMR,210757,ENSMUSG00000049109,Themis,thymocyte selection associated [Source:MGI Symbol;Acc:MGI:2443552]
AB-LTMR,75906,ENSMUSG00000019856,Fam184a,"family with sequence similarity 184, member A [Source:MGI Symbol;Acc:MGI:1923156]"
AB-LTMR,641340,ENSMUSG00000075000,Nrbf2,nuclear receptor binding factor 2 [Source:MGI Symbol;Acc:MGI:1354950]
AB-LTMR,70911,ENSMUSG00000037747,Phyhipl,phytanoyl-CoA hydroxylase interacting protein-like [Source:MGI Symbol;Acc:MGI:1918161]
AB-LTMR,NA,ENSMUSG00000091825,Gm5778,predicted gene 5778 [Source:MGI Symbol;Acc:MGI:3646275]
AB-LTMR,20509,ENSMUSG00000001436,Slc19a1,"solute carrier family 19 (folate transporter), member 1 [Source:MGI Symbol;Acc:MGI:103182]"
AB-LTMR,67884,ENSMUSG00000020284,Cfap410,cilia and flagella associated protein 410 [Source:MGI Symbol;Acc:MGI:1915134]
AB-LTMR,382384,ENSMUSG00000035963,Odf3l2,outer dense fiber of sperm tails 3-like 2 [Source:MGI Symbol;Acc:MGI:2686003]
AB-LTMR,18029,ENSMUSG00000055053,Nfic,nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]
AB-LTMR,NA,ENSMUSG00000089026,Gm25014,"predicted gene, 25014 [Source:MGI Symbol;Acc:MGI:5454791]"
AB-LTMR,52120,ENSMUSG00000037260,Hgsnat,heparan-alpha-glucosaminide N-acetyltransferase [Source:MGI Symbol;Acc:MGI:1196297]
AB-LTMR,408022,ENSMUSG00000038225,Primpol,primase and polymerase (DNA-directed) [Source:MGI Symbol;Acc:MGI:3603756]
AB-LTMR,18168,ENSMUSG00000044014,Npy5r,neuropeptide Y receptor Y5 [Source:MGI Symbol;Acc:MGI:108082]
AB-LTMR,636741,ENSMUSG00000091764,Zfp964,zinc finger protein 964 [Source:MGI Symbol;Acc:MGI:3646490]
AB-LTMR,70359,ENSMUSG00000007610,Gtpbp3,GTP binding protein 3 [Source:MGI Symbol;Acc:MGI:1917609]
AB-LTMR,NA,ENSMUSG00000074203,G430095P16Rik,RIKEN cDNA G430095P16 gene [Source:MGI Symbol;Acc:MGI:3588227]
AB-LTMR,66590,ENSMUSG00000003808,Farsa,"phenylalanyl-tRNA synthetase, alpha subunit [Source:MGI Symbol;Acc:MGI:1913840]"
AB-LTMR,94187,ENSMUSG00000045333,Zfp423,zinc finger protein 423 [Source:MGI Symbol;Acc:MGI:1891217]
AB-LTMR,277978,ENSMUSG00000043251,Exoc3l,exocyst complex component 3-like [Source:MGI Symbol;Acc:MGI:3041195]
AB-LTMR,272538,ENSMUSG00000041949,Tango6,transport and golgi organization 6 [Source:MGI Symbol;Acc:MGI:2142786]
AB-LTMR,97484,ENSMUSG00000031916,Cog8,component of oligomeric golgi complex 8 [Source:MGI Symbol;Acc:MGI:2142885]
AB-LTMR,NA,ENSMUSG00000096262,NA,NA
AB-LTMR,80707,ENSMUSG00000004637,Wwox,WW domain-containing oxidoreductase [Source:MGI Symbol;Acc:MGI:1931237]
AB-LTMR,72325,ENSMUSG00000001062,Vps9d1,VPS9 domain containing 1 [Source:MGI Symbol;Acc:MGI:1914143]
AB-LTMR,68865,ENSMUSG00000031982,Arv1,"ARV1 homolog, fatty acid homeostasis modulator [Source:MGI Symbol;Acc:MGI:1916115]"
AB-LTMR,244666,ENSMUSG00000031986,Sprtn,SprT-like N-terminal domain [Source:MGI Symbol;Acc:MGI:2685351]
AB-LTMR,17695,ENSMUSG00000021907,Msmb,beta-microseminoprotein [Source:MGI Symbol;Acc:MGI:97166]
AB-LTMR,218989,ENSMUSG00000036339,Tmem260,transmembrane protein 260 [Source:MGI Symbol;Acc:MGI:2443219]
AB-LTMR,NA,ENSMUSG00000063895,Nupl1,nucleoporin like 1 [Source:MGI Symbol;Acc:MGI:1919094]
AB-LTMR,NA,ENSMUSG00000097358,NA,NA
AB-LTMR,234912,ENSMUSG00000053070,Cfap300,cilia and flagella associated protein 300 [Source:MGI Symbol;Acc:MGI:3045346]
AB-LTMR,80902,ENSMUSG00000025602,Zfp202,zinc finger protein 202 [Source:MGI Symbol;Acc:MGI:1933401]
AB-LTMR,71687,ENSMUSG00000002032,Tmem25,transmembrane protein 25 [Source:MGI Symbol;Acc:MGI:1918937]
AB-LTMR,102580,ENSMUSG00000032059,Alg9,"asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase) [Source:MGI Symbol;Acc:MGI:1924753]"
AB-LTMR,330941,ENSMUSG00000078307,AI593442,expressed sequence AI593442 [Source:MGI Symbol;Acc:MGI:2143099]
AB-LTMR,235379,ENSMUSG00000046167,Gldn,gliomedin [Source:MGI Symbol;Acc:MGI:2388361]
AB-LTMR,NA,ENSMUSG00000090270,Gm17226,predicted gene 17226 [Source:MGI Symbol;Acc:MGI:4938053]
AB-LTMR,27965,ENSMUSG00000032388,Spg21,"SPG21, maspardin [Source:MGI Symbol;Acc:MGI:106403]"
AB-LTMR,75697,ENSMUSG00000091956,C2cd4b,C2 calcium-dependent domain containing 4B [Source:MGI Symbol;Acc:MGI:1922947]
AB-LTMR,NA,ENSMUSG00000092805,Gm26461,"predicted gene, 26461 [Source:MGI Symbol;Acc:MGI:5456238]"
AB-LTMR,547109,ENSMUSG00000090693,Trim43a,tripartite motif-containing 43A [Source:MGI Symbol;Acc:MGI:3645218]
AB-LTMR,245000,ENSMUSG00000032409,Atr,ataxia telangiectasia and Rad3 related [Source:MGI Symbol;Acc:MGI:108028]
AB-LTMR,74769,ENSMUSG00000032462,Pik3cb,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:MGI Symbol;Acc:MGI:1922019]"
AB-LTMR,71775,ENSMUSG00000033688,1300017J02Rik,RIKEN cDNA 1300017J02 gene [Source:MGI Symbol;Acc:MGI:1919025]
AB-LTMR,235582,ENSMUSG00000020258,Glyctk,glycerate kinase [Source:MGI Symbol;Acc:MGI:2444085]
AB-LTMR,20350,ENSMUSG00000034684,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:MGI Symbol;Acc:MGI:1096347]"
AB-LTMR,723864,ENSMUSG00000065579,Mir425,microRNA 425 [Source:MGI Symbol;Acc:MGI:3619401]
AB-LTMR,235631,ENSMUSG00000048752,Prss50,"protease, serine 50 [Source:MGI Symbol;Acc:MGI:2447303]"
AB-LTMR,215446,ENSMUSG00000041608,Entpd3,ectonucleoside triphosphate diphosphohydrolase 3 [Source:MGI Symbol;Acc:MGI:1321386]
AB-LTMR,102566,ENSMUSG00000037949,Ano10,anoctamin 10 [Source:MGI Symbol;Acc:MGI:2143103]
AB-LTMR,331046,ENSMUSG00000025787,Tgm4,transglutaminase 4 (prostate) [Source:MGI Symbol;Acc:MGI:3027002]
AB-LTMR,170835,ENSMUSG00000034570,Inpp5j,inositol polyphosphate 5-phosphatase J [Source:MGI Symbol;Acc:MGI:2158663]
AB-LTMR,12450,ENSMUSG00000020326,Ccng1,cyclin G1 [Source:MGI Symbol;Acc:MGI:102890]
AB-LTMR,26420,ENSMUSG00000020366,Mapk9,mitogen-activated protein kinase 9 [Source:MGI Symbol;Acc:MGI:1346862]
AB-LTMR,216792,ENSMUSG00000049287,Iba57,"IBA57 homolog, iron-sulfur cluster assembly [Source:MGI Symbol;Acc:MGI:3041174]"
AB-LTMR,115487879,ENSMUSG00000064692,Gm24151,"predicted gene, 24151 [Source:MGI Symbol;Acc:MGI:5453928]"
AB-LTMR,26398,ENSMUSG00000033352,Map2k4,mitogen-activated protein kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1346869]
AB-LTMR,320207,ENSMUSG00000020901,Pik3r5,phosphoinositide-3-kinase regulatory subunit 5 [Source:MGI Symbol;Acc:MGI:2443588]
AB-LTMR,11688,ENSMUSG00000020891,Alox8,arachidonate 8-lipoxygenase [Source:MGI Symbol;Acc:MGI:1098228]
AB-LTMR,14919,ENSMUSG00000020890,Gucy2e,guanylate cyclase 2e [Source:MGI Symbol;Acc:MGI:105123]
AB-LTMR,NA,ENSMUSG00000083300,Gm12309,predicted gene 12309 [Source:MGI Symbol;Acc:MGI:3650270]
AB-LTMR,216877,ENSMUSG00000040620,Dhx33,DEAH (Asp-Glu-Ala-His) box polypeptide 33 [Source:MGI Symbol;Acc:MGI:2445102]
AB-LTMR,319822,ENSMUSG00000018809,Smyd4,SET and MYND domain containing 4 [Source:MGI Symbol;Acc:MGI:2442796]
AB-LTMR,57837,ENSMUSG00000020832,Eral1,Era (G-protein)-like 1 (E. coli) [Source:MGI Symbol;Acc:MGI:1889295]
AB-LTMR,78394,ENSMUSG00000020677,Ddx52,DExD box helicase 52 [Source:MGI Symbol;Acc:MGI:1925644]
AB-LTMR,217031,ENSMUSG00000018651,Tada2a,transcriptional adaptor 2A [Source:MGI Symbol;Acc:MGI:2144471]
AB-LTMR,448850,ENSMUSG00000020526,Znhit3,"zinc finger, HIT type 3 [Source:MGI Symbol;Acc:MGI:3051596]"
AB-LTMR,56427,ENSMUSG00000020513,Tubd1,"tubulin, delta 1 [Source:MGI Symbol;Acc:MGI:1891826]"
AB-LTMR,NA,ENSMUSG00000050538,B230217C12Rik,RIKEN cDNA B230217C12 gene [Source:MGI Symbol;Acc:MGI:1915377]
AB-LTMR,72973,ENSMUSG00000070336,Fbxo47,F-box protein 47 [Source:MGI Symbol;Acc:MGI:1920223]
AB-LTMR,14534,ENSMUSG00000020918,Kat2a,K(lysine) acetyltransferase 2A [Source:MGI Symbol;Acc:MGI:1343101]
AB-LTMR,69684,ENSMUSG00000075528,Aarsd1,alanyl-tRNA synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916934]
AB-LTMR,217207,ENSMUSG00000034931,Dhx8,DEAH (Asp-Glu-Ala-His) box polypeptide 8 [Source:MGI Symbol;Acc:MGI:1306823]
AB-LTMR,20624,ENSMUSG00000020929,Eftud2,elongation factor Tu GTP binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1336880]
AB-LTMR,50776,ENSMUSG00000020718,Polg2,"polymerase (DNA directed), gamma 2, accessory subunit [Source:MGI Symbol;Acc:MGI:1354947]"
AB-LTMR,16518,ENSMUSG00000041695,Kcnj2,"potassium inwardly-rectifying channel, subfamily J, member 2 [Source:MGI Symbol;Acc:MGI:104744]"
AB-LTMR,117160,ENSMUSG00000034714,Ttyh2,tweety family member 2 [Source:MGI Symbol;Acc:MGI:2157091]
AB-LTMR,432611,ENSMUSG00000034706,Dnai2,dynein axonemal intermediate chain 2 [Source:MGI Symbol;Acc:MGI:2685574]
AB-LTMR,217310,ENSMUSG00000034586,Hid1,HID1 domain containing [Source:MGI Symbol;Acc:MGI:2445087]
AB-LTMR,432613,ENSMUSG00000070332,Trim80,tripartite motif-containing 80 [Source:MGI Symbol;Acc:MGI:3588186]
AB-LTMR,11799,ENSMUSG00000017716,Birc5,baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]
AB-LTMR,12009,ENSMUSG00000039781,Cep131,centrosomal protein 131 [Source:MGI Symbol;Acc:MGI:107440]
AB-LTMR,70317,ENSMUSG00000057594,Arl16,ADP-ribosylation factor-like 16 [Source:MGI Symbol;Acc:MGI:1917567]
AB-LTMR,66222,ENSMUSG00000044734,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a [Source:MGI Symbol;Acc:MGI:1913472]"
AB-LTMR,69955,ENSMUSG00000021420,Fars2,phenylalanine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917205]
AB-LTMR,66329,ENSMUSG00000021384,Susd3,sushi domain containing 3 [Source:MGI Symbol;Acc:MGI:1913579]
AB-LTMR,212937,ENSMUSG00000049625,Tifab,"TRAF-interacting protein with forkhead-associated domain, family member B [Source:MGI Symbol;Acc:MGI:2385852]"
AB-LTMR,20745,ENSMUSG00000056222,Spock1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 [Source:MGI Symbol;Acc:MGI:105371]"
AB-LTMR,210044,ENSMUSG00000021536,Adcy2,adenylate cyclase 2 [Source:MGI Symbol;Acc:MGI:99676]
AB-LTMR,105246056,ENSMUSG00000048603,Gm9828,predicted gene 9828 [Source:MGI Symbol;Acc:MGI:3642913]
AB-LTMR,209334,ENSMUSG00000051235,Gen1,"GEN1, Holliday junction 5' flap endonuclease [Source:MGI Symbol;Acc:MGI:2443149]"
AB-LTMR,66109,ENSMUSG00000020577,Tspan13,tetraspanin 13 [Source:MGI Symbol;Acc:MGI:1913359]
AB-LTMR,16981,ENSMUSG00000036295,Lrrn3,"leucine rich repeat protein 3, neuronal [Source:MGI Symbol;Acc:MGI:106036]"
AB-LTMR,268564,ENSMUSG00000033454,Zbtb1,zinc finger and BTB domain containing 1 [Source:MGI Symbol;Acc:MGI:2442326]
AB-LTMR,70127,ENSMUSG00000021221,Dpf3,"D4, zinc and double PHD fingers, family 3 [Source:MGI Symbol;Acc:MGI:1917377]"
AB-LTMR,18191,ENSMUSG00000066392,Nrxn3,neurexin III [Source:MGI Symbol;Acc:MGI:1096389]
AB-LTMR,399558,ENSMUSG00000047414,Flrt2,fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594]
AB-LTMR,105787,ENSMUSG00000050697,Prkaa1,"protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:MGI Symbol;Acc:MGI:2145955]"
AB-LTMR,268780,ENSMUSG00000042961,Egflam,"EGF-like, fibronectin type III and laminin G domains [Source:MGI Symbol;Acc:MGI:2146149]"
AB-LTMR,654498,ENSMUSG00000072511,Hhla1,HERV-H LTR-associating 1 [Source:MGI Symbol;Acc:MGI:3615329]
AB-LTMR,23936,ENSMUSG00000022594,Lynx1,Ly6/neurotoxin 1 [Source:MGI Symbol;Acc:MGI:1345180]
AB-LTMR,17069,ENSMUSG00000022587,Ly6e,"lymphocyte antigen 6 complex, locus E [Source:MGI Symbol;Acc:MGI:106651]"
AB-LTMR,78834,ENSMUSG00000050846,Zfp623,zinc finger protein 623 [Source:MGI Symbol;Acc:MGI:1926084]
AB-LTMR,69572,ENSMUSG00000019080,Mfsd3,major facilitator superfamily domain containing 3 [Source:MGI Symbol;Acc:MGI:1916822]
AB-LTMR,26874,ENSMUSG00000055782,Abcd2,"ATP-binding cassette, sub-family D (ALD), member 2 [Source:MGI Symbol;Acc:MGI:1349467]"
AB-LTMR,NA,ENSMUSG00000087444,Gm5475,predicted gene 5475 [Source:MGI Symbol;Acc:MGI:3646320]
AB-LTMR,21422,ENSMUSG00000009733,Tfcp2,transcription factor CP2 [Source:MGI Symbol;Acc:MGI:98509]
AB-LTMR,380977,ENSMUSG00000097915,A330009N23Rik,RIKEN cDNA A330009N23 gene [Source:MGI Symbol;Acc:MGI:2443491]
AB-LTMR,239706,ENSMUSG00000039345,Mettl22,methyltransferase like 22 [Source:MGI Symbol;Acc:MGI:2384301]
AB-LTMR,76872,ENSMUSG00000022768,Ccdc116,coiled-coil domain containing 116 [Source:MGI Symbol;Acc:MGI:1924122]
AB-LTMR,239827,ENSMUSG00000045625,Pigz,"phosphatidylinositol glycan anchor biosynthesis, class Z [Source:MGI Symbol;Acc:MGI:2443822]"
AB-LTMR,51789,ENSMUSG00000022791,Tnk2,"tyrosine kinase, non-receptor, 2 [Source:MGI Symbol;Acc:MGI:1858308]"
AB-LTMR,70144,ENSMUSG00000022801,Lrch3,leucine-rich repeats and calponin homology (CH) domain containing 3 [Source:MGI Symbol;Acc:MGI:1917394]
AB-LTMR,16646,ENSMUSG00000022905,Kpna1,karyopherin (importin) alpha 1 [Source:MGI Symbol;Acc:MGI:103560]
AB-LTMR,77782,ENSMUSG00000034206,Polq,"polymerase (DNA directed), theta [Source:MGI Symbol;Acc:MGI:2155399]"
AB-LTMR,207227,ENSMUSG00000022829,Stxbp5l,syntaxin binding protein 5-like [Source:MGI Symbol;Acc:MGI:2443815]
AB-LTMR,100526478,ENSMUSG00000093046,Mir3081,microRNA 3081 [Source:MGI Symbol;Acc:MGI:4834254]
AB-LTMR,66067,ENSMUSG00000022668,Gtpbp8,GTP-binding protein 8 (putative) [Source:MGI Symbol;Acc:MGI:1913317]
AB-LTMR,21787,ENSMUSG00000022757,Tfg,Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041]
AB-LTMR,NA,ENSMUSG00000083226,Gm7831,predicted gene 7831 [Source:MGI Symbol;Acc:MGI:3643841]
AB-LTMR,20518,ENSMUSG00000040966,Slc22a2,"solute carrier family 22 (organic cation transporter), member 2 [Source:MGI Symbol;Acc:MGI:1335072]"
AB-LTMR,626942,ENSMUSG00000092120,Vmn2r90,"vomeronasal 2, receptor 90 [Source:MGI Symbol;Acc:MGI:3645076]"
AB-LTMR,66978,ENSMUSG00000024188,Luc7l,Luc7-like [Source:MGI Symbol;Acc:MGI:1914228]
AB-LTMR,81630,ENSMUSG00000051390,Zbtb22,zinc finger and BTB domain containing 22 [Source:MGI Symbol;Acc:MGI:1931870]
AB-LTMR,14885,ENSMUSG00000001524,Gtf2h4,"general transcription factor II H, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1338799]"
AB-LTMR,52040,ENSMUSG00000039220,Ppp1r10,"protein phosphatase 1, regulatory subunit 10 [Source:MGI Symbol;Acc:MGI:1289273]"
AB-LTMR,78785,ENSMUSG00000024059,Clip4,"CAP-GLY domain containing linker protein family, member 4 [Source:MGI Symbol;Acc:MGI:1919100]"
AB-LTMR,22436,ENSMUSG00000024066,Xdh,xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]
AB-LTMR,74199,ENSMUSG00000024076,Vit,vitrin [Source:MGI Symbol;Acc:MGI:1921449]
AB-LTMR,791318,ENSMUSG00000063087,Gm10125,predicted gene 10125 [Source:MGI Symbol;Acc:MGI:3642044]
AB-LTMR,NA,ENSMUSG00000092097,Gm5819,predicted gene 5819 [Source:MGI Symbol;Acc:MGI:3643122]
AB-LTMR,73677,ENSMUSG00000036743,Psma8,proteasome subunit alpha 8 [Source:MGI Symbol;Acc:MGI:1920927]
AB-LTMR,66648,ENSMUSG00000024269,Tpgs2,tubulin polyglutamylase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913898]
AB-LTMR,69816,ENSMUSG00000024353,Mzb1,marginal zone B and B1 cell-specific protein 1 [Source:MGI Symbol;Acc:MGI:1917066]
AB-LTMR,76594,ENSMUSG00000024350,Dnajc18,DnaJ heat shock protein family (Hsp40) member C18 [Source:MGI Symbol;Acc:MGI:1923844]
AB-LTMR,67180,ENSMUSG00000024487,Yipf5,"Yip1 domain family, member 5 [Source:MGI Symbol;Acc:MGI:1914430]"
AB-LTMR,69401,ENSMUSG00000059455,Plac8l1,PLAC8-like 1 [Source:MGI Symbol;Acc:MGI:1916651]
AB-LTMR,16906,ENSMUSG00000024590,Lmnb1,lamin B1 [Source:MGI Symbol;Acc:MGI:96795]
AB-LTMR,66307,ENSMUSG00000024601,Isoc1,isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557]
AB-LTMR,78923,ENSMUSG00000058152,Chsy3,chondroitin sulfate synthase 3 [Source:MGI Symbol;Acc:MGI:1926173]
AB-LTMR,NA,ENSMUSG00000093283,Gm22567,"predicted gene, 22567 [Source:MGI Symbol;Acc:MGI:5452344]"
AB-LTMR,225655,ENSMUSG00000024530,Prelid3a,PRELI domain containing 3A [Source:MGI Symbol;Acc:MGI:2442865]
AB-LTMR,17919,ENSMUSG00000025885,Myo5b,myosin VB [Source:MGI Symbol;Acc:MGI:106598]
AB-LTMR,67640,ENSMUSG00000056682,4930465K10Rik,RIKEN cDNA 4930465K10 gene [Source:MGI Symbol;Acc:MGI:1914890]
AB-LTMR,225849,ENSMUSG00000024777,Ppp2r5b,"protein phosphatase 2, regulatory subunit B', beta [Source:MGI Symbol;Acc:MGI:2388480]"
AB-LTMR,329015,ENSMUSG00000024773,Atg2a,autophagy related 2A [Source:MGI Symbol;Acc:MGI:1916291]
AB-LTMR,20168,ENSMUSG00000024758,Rtn3,reticulon 3 [Source:MGI Symbol;Acc:MGI:1339970]
AB-LTMR,66514,ENSMUSG00000024654,Asrgl1,asparaginase like 1 [Source:MGI Symbol;Acc:MGI:1913764]
AB-LTMR,83410,ENSMUSG00000053536,Cstf2t,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau [Source:MGI Symbol;Acc:MGI:1932622]"
AB-LTMR,329065,ENSMUSG00000050195,Scd4,stearoyl-coenzyme A desaturase 4 [Source:MGI Symbol;Acc:MGI:2670997]
AB-LTMR,94067,ENSMUSG00000025208,Mrpl43,mitochondrial ribosomal protein L43 [Source:MGI Symbol;Acc:MGI:2137229]
AB-LTMR,100174921,ENSMUSG00000097690,4930505N22Rik,RIKEN cDNA 4930505N22 gene [Source:MGI Symbol;Acc:MGI:1922306]
AB-LTMR,20170,ENSMUSG00000074811,Hps6,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3 [Source:MGI Symbol;Acc:MGI:2181763]"
AB-LTMR,66980,ENSMUSG00000024982,Zdhhc6,"zinc finger, DHHC domain containing 6 [Source:MGI Symbol;Acc:MGI:1914230]"
A-field-LTMR,320492,ENSMUSG00000057715,A830018L16Rik,RIKEN cDNA A830018L16 gene [Source:MGI Symbol;Acc:MGI:2444149]
A-field-LTMR,226922,ENSMUSG00000028033,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5 [Source:MGI Symbol;Acc:MGI:1924937]"
A-field-LTMR,72097,ENSMUSG00000026090,Cracdl,capping protein inhibiting regulator of actin like [Source:MGI Symbol;Acc:MGI:1919347]
A-field-LTMR,15510,ENSMUSG00000025980,Hspd1,heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]
A-field-LTMR,68549,ENSMUSG00000026039,Sgo2a,shugoshin 2A [Source:MGI Symbol;Acc:MGI:1098767]
A-field-LTMR,69941,ENSMUSG00000087213,2810408I11Rik,RIKEN cDNA 2810408I11 gene [Source:MGI Symbol;Acc:MGI:1917191]
A-field-LTMR,21961,ENSMUSG00000055322,Tns1,tensin 1 [Source:MGI Symbol;Acc:MGI:104552]
A-field-LTMR,13838,ENSMUSG00000026235,Epha4,Eph receptor A4 [Source:MGI Symbol;Acc:MGI:98277]
A-field-LTMR,241134,ENSMUSG00000054976,Nyap2,neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2 [Source:MGI Symbol;Acc:MGI:2443135]
A-field-LTMR,110611,ENSMUSG00000034088,Hdlbp,high density lipoprotein (HDL) binding protein [Source:MGI Symbol;Acc:MGI:99256]
A-field-LTMR,227446,ENSMUSG00000026319,Relch,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:MGI Symbol;Acc:MGI:1922832]"
A-field-LTMR,12043,ENSMUSG00000057329,Bcl2,B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138]
A-field-LTMR,71869,ENSMUSG00000059956,Serpinb12,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12 [Source:MGI Symbol;Acc:MGI:1919119]"
A-field-LTMR,69367,ENSMUSG00000018196,Glrx2,glutaredoxin 2 (thioltransferase) [Source:MGI Symbol;Acc:MGI:1916617]
A-field-LTMR,240817,ENSMUSG00000045968,Teddm2,transmembrane epididymal family member 2 [Source:MGI Symbol;Acc:MGI:1923273]
A-field-LTMR,18514,ENSMUSG00000052534,Pbx1,pre B cell leukemia homeobox 1 [Source:MGI Symbol;Acc:MGI:97495]
A-field-LTMR,66425,ENSMUSG00000038370,Pcp4l1,Purkinje cell protein 4-like 1 [Source:MGI Symbol;Acc:MGI:1913675]
A-field-LTMR,74748,ENSMUSG00000053318,Slamf8,SLAM family member 8 [Source:MGI Symbol;Acc:MGI:1921998]
A-field-LTMR,94332,ENSMUSG00000005338,Cadm3,cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858]
A-field-LTMR,78772,ENSMUSG00000053461,Hhipl2,hedgehog interacting protein-like 2 [Source:MGI Symbol;Acc:MGI:1926022]
A-field-LTMR,74103,ENSMUSG00000053702,Nebl,nebulette [Source:MGI Symbol;Acc:MGI:1921353]
A-field-LTMR,18718,ENSMUSG00000026737,Pip4k2a,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:MGI Symbol;Acc:MGI:1298206]"
A-field-LTMR,75495,ENSMUSG00000026894,Morn5,MORN repeat containing 5 [Source:MGI Symbol;Acc:MGI:1922745]
A-field-LTMR,269275,ENSMUSG00000026834,Acvr1c,"activin A receptor, type IC [Source:MGI Symbol;Acc:MGI:2661081]"
A-field-LTMR,56508,ENSMUSG00000049044,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:1917723]
A-field-LTMR,67059,ENSMUSG00000027108,Ola1,Obg-like ATPase 1 [Source:MGI Symbol;Acc:MGI:1914309]
A-field-LTMR,74616,ENSMUSG00000008226,Scrn3,secernin 3 [Source:MGI Symbol;Acc:MGI:1921866]
A-field-LTMR,15429,ENSMUSG00000042448,Hoxd1,homeobox D1 [Source:MGI Symbol;Acc:MGI:96201]
A-field-LTMR,228361,ENSMUSG00000040506,Ambra1,autophagy/beclin 1 regulator 1 [Source:MGI Symbol;Acc:MGI:2443564]
A-field-LTMR,80976,ENSMUSG00000027220,Syt13,synaptotagmin XIII [Source:MGI Symbol;Acc:MGI:1933945]
A-field-LTMR,241556,ENSMUSG00000027217,Tspan18,tetraspanin 18 [Source:MGI Symbol;Acc:MGI:1917186]
A-field-LTMR,68032,ENSMUSG00000027131,Emc4,ER membrane protein complex subunit 4 [Source:MGI Symbol;Acc:MGI:1915282]
A-field-LTMR,20192,ENSMUSG00000057378,Ryr3,ryanodine receptor 3 [Source:MGI Symbol;Acc:MGI:99684]
A-field-LTMR,114715,ENSMUSG00000027351,Spred1,"sprouty protein with EVH-1 domain 1, related sequence [Source:MGI Symbol;Acc:MGI:2150016]"
A-field-LTMR,66296,ENSMUSG00000027285,Haus2,"HAUS augmin-like complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1913546]"
